ID,order,TotalMLE,mle,pBurst_1,pBurst_2,pExpl_1,pExpl_2,threshold,sdAvgLastTime_1,sdAvgLastTime_2,avgLastTime_1,avgLastTime_2,avgPumps_1,avgPumps_2,sdPumps_1,sdPumps_2,nbCollected_1,nbCollected_2,gammaPlus,beta
S1_1001,1,265.8921,61.7637,0.090909,0.051852,0,0.1,2,0.231931,0.265573,2.12,1.53,10,12,1.414214,6.868513,2,14,1,0.17
S1_1001,2,265.8921,71.8953,0.053191,0.047273,0,0.181818,5,0.320043,0.172717,1.4264,1.251,17.8,16.733333,1.095445,6.953588,5,13,1,0.17
S1_1001,3,265.8921,65.3742,0.037313,0.048458,0.105263,0.333333,7,0.123533,0.193925,1.2244,1.145182,15.714286,16.153846,11.116269,7.470455,5,11,1,0.17
S1_1001,4,265.8921,66.8589,0.025,0.042135,0.153846,0.117647,3,NA,0.163484,1.176,1.001867,8.666667,19.058824,15.011107,7.24112,1,15,1,0.17
S1_1002,1,255.9325,74.2345,0.009772,0.022556,0.026316,0.083333,7,0.291815,0.238377,1.563,1.410917,21.714286,39.076923,27.57846,16.054395,3,12,1,0.17
S1_1002,2,255.9325,52.3652,0.016064,0.028226,0.031579,0.061856,7,0.583939,0.330446,1.534,1.313857,21.428571,11.076923,20.871489,11.063917,4,7,1,0.17
S1_1002,3,255.9325,72.5736,0.018868,0.029528,0.055556,0.111111,2,NA,0.249812,1.061,1.37,17,25.888889,24.041631,14.608172,1,15,1,0.17
S1_1002,4,255.9325,56.7592,0.013889,0.024887,0.04878,0.074074,3,NA,0.153821,1.176,1.028818,10,20.588235,17.320508,18.815083,1,11,1,0.17
S1_1004,1,251.5713,65.2967,0.032362,0.076923,0.065217,0.5,13,1.639069,0.238916,2.853,1.323333,19.461538,10,16.246104,6.733003,10,6,1,0.17
S1_1004,2,251.5713,63.2186,0.0625,0.023102,0.2,0.043478,9,0.252372,0.29207,1.3545,1.398286,12.777778,18.545455,8.058812,16.741348,8,7,1,0.17
S1_1004,3,251.5713,68.0078,0.040462,0.077465,0,0.25,7,0.492198,0.375541,1.324857,1.266091,23.714286,9.461538,6.421689,5.738981,7,11,1,0.17
S1_1004,4,251.5713,55.0482,0.035714,0.088235,0.142857,0.222222,3,NA,0.127673,1.245,1.133,4.333333,8.588235,7.505553,5.590828,1,15,1,0.17
S1_1005,1,263.1134,62.4562,0.012953,0.030651,0.030612,0.125,11,0.151782,0.214321,1.8308,1.602625,16.818182,27.222222,23.051326,10.883218,5,8,1,0.17
S1_1005,2,263.1134,66.1946,0.01626,0.027624,0.036585,0.071429,7,0.535279,0.123809,1.61575,1.2626,22.857143,23.846154,21.380899,14.993588,4,10,1,0.17
S1_1005,3,263.1134,60.8099,0.01992,0.04712,0.05814,0.5,10,0.407739,0.190343,1.604,1.401222,16,18,18.505255,8.3666,5,9,1,0.17
S1_1005,4,263.1134,73.6527,0.028195,0.012987,0.057143,0.034483,17,0.317409,NA,1.454667,1.28,28.352941,6,11.815991,10.392305,15,1,1,0.17
S1_1006,1,261.4748,60.1295,0.133333,0.054902,0,0.086957,2,0.146371,0.76236,1.8725,1.7085,6.5,10.833333,3.535534,6.617712,2,14,1,0.17
S1_1006,2,261.4748,70.0437,0.035294,0.015625,0.066667,0.030303,18,0.449004,NA,1.6638,2.013,20.277778,15,12.356497,21.213203,15,1,1,0.17
S1_1006,3,261.4748,59.5811,0.04878,0.024664,0.111111,0.058252,3,0.31042,0.325148,1.1595,1.391364,10,19.529412,9.539392,16.948885,2,11,1,0.17
S1_1006,4,261.4748,71.7205,0.0199,0.034783,0.045455,0.111111,7,0.183427,0.129946,1.10025,1.053167,18.714286,24.923077,19.396858,8.519209,4,12,1,0.17
S1_1007,1,208.8917,57.7708,0.011538,0.035088,0.028213,0,18,0.184694,0.385373,1.285667,1.3985,25.111111,27.5,27.520877,7.778175,9,2,1,0.17
S1_1007,2,208.8917,50.4847,0.012315,0.024272,0.041026,0.068966,13,0.094963,0.277551,1.078,1.2448,15.846154,24.571429,22.733405,17.849903,5,5,1,0.17
S1_1007,3,208.8917,54.7086,0.01875,0.009174,0,0.028754,3,0.294126,0.16131,0.942333,1.105857,52.333333,27.6875,16.772994,33.189795,3,7,1,0.17
S1_1007,4,208.8917,45.9276,0.012384,0.020492,0.05303,0.09375,11,0.138359,2.495989,1.203,2.761,17,25.875,24.714368,22.649109,4,5,1,0.17
S1_1008,1,233.7939,49.8541,0.019608,0.044715,0.078947,0.066667,4,NA,0.619031,1.445,1.749727,3,10,6,8.189424,1,11,1,0.17
S1_1008,2,233.7939,68.77,0.045455,0.009823,0.083333,0.017391,11,0.323184,0.277211,1.5822,1.5574,18,30.444444,8.854377,34.943208,10,5,1,0.17
S1_1008,3,233.7939,58.0088,0.025707,0.056604,0.044118,0,16,0.393744,0.129938,1.501,1.026,15.1875,16.666667,12.432317,5.773503,10,3,1,0.17
S1_1008,4,233.7939,57.161,0.038298,0.023392,0.096774,0.085106,12,0.120215,0.265343,1.222889,1.40025,16.25,15,11.740567,16.361977,9,4,1,0.17
S1_1009,1,249.4151,65.6562,0.04,0.021611,0,0.044643,3,0.962684,0.164729,2.326333,1.171636,24,24.125,6.082763,18.725651,3,11,1,0.17
S1_1009,2,249.4151,58.3451,0.02649,0.018433,0.066667,0.044304,5,0.270025,0.182606,1.3015,1.07025,26.4,17.866667,16.876018,17.719508,4,8,1,0.17
S1_1009,3,249.4151,53.4667,0.016588,0.031008,0.058065,0,16,0.072884,0.096493,1.130143,0.90675,16.25,31.25,19.594217,2.753785,7,4,1,0.17
S1_1009,4,249.4151,71.9471,0.023529,0.009804,0.033708,0.028986,17,0.131099,NA,1.000357,0.868,28.941176,10.666667,16.083651,18.475209,14,1,1,0.17
S1_1010,1,233.6306,50.6253,0.008065,0.028037,0.038889,0.029703,11,0.128474,0.222771,1.52375,1.446833,28.363636,11.888889,42.349198,9.466315,4,6,1,0.17
S1_1010,2,233.6306,57.1008,0.026866,0.052632,0.056604,0,15,0.101117,0.233313,1.256889,1.2855,14.666667,18,13.557637,5.416026,9,4,1,0.17
S1_1010,3,233.6306,57.7217,0.035556,0.055556,0.08,0,14,0.29739,0.325791,1.282625,1.223667,10.142857,17,9.781121,6.663332,8,6,1,0.17
S1_1010,4,233.6306,68.1828,0.019345,0.047619,0.03352,0,19,0.252951,NA,1.330462,1.032,25.263158,20,21.136703,NA,13,1,1,0.17
S1_1011,1,226.4534,58.041,0.018868,0.011532,0.117647,0.024055,6,0.066294,1.002774,1.35425,1.927143,31.833333,22.071429,27.396472,23.17978,4,7,1,0.17
S1_1011,2,226.4534,57.1723,0.010676,0.016913,0.024845,0.043478,7,0.445804,0.483253,1.605,1.553625,16.714286,26.923077,20.870348,22.354946,3,8,1,0.17
S1_1011,3,226.4534,45.6077,0.009091,0.018349,0.037037,0.048485,4,NA,0.418928,1.111,1.572375,7,16.4375,14,17.212278,1,8,1,0.17
S1_1011,4,226.4534,65.6324,0.015782,0.028571,0.031674,0,18,0.353606,0.04879,1.587273,1.1205,25.833333,34,21.890772,2.828427,11,2,1,0.17
S1_1012,1,244.7177,55.5159,0.021277,0.01,0.073529,0.028369,13,2.933469,1.070509,4.69075,2.229667,23.076923,22.285714,20.532338,27.867031,8,3,1,0.17
S1_1012,2,244.7177,77.6456,0.019231,0.013043,0,0.023697,6,1.444059,1.03482,3.108,2.419333,51,33.571429,5.899152,27.402174,6,9,1,0.17
S1_1012,3,244.7177,60.6504,0.014862,0.021097,0.056452,0.083333,14,1.589571,2.846945,2.678286,3.1694,24.285714,36.666667,26.075124,20.655911,7,5,1,0.17
S1_1012,4,244.7177,50.9058,0.010753,0.017408,0.037037,0.083333,3,NA,0.473978,2.246,1.591333,12.666667,24.235294,21.93931,24.26811,1,9,1,0.17
S1_1013,1,248.7513,62.882,0.117647,0.075472,1,0.1,3,0.313955,0.245532,1.504,1.055,4.666667,10.941176,4.50925,3.268612,2,16,1,0.17
S1_1013,2,248.7513,57.3804,0.064327,0.09434,0.1,0.333333,14,0.258433,0.231397,0.973182,0.9732,9.285714,7.5,5.426836,3.781534,11,5,1,0.17
S1_1013,3,248.7513,66.0142,0.071429,0.062016,0.25,0.142857,11,0.246186,0.100734,1.0253,0.951,11.454545,12.666667,3.984059,5.17204,10,8,1,0.17
S1_1013,4,248.7513,62.4747,0.051724,0.083333,0.125,0,18,0.188391,NA,0.920867,0.837,13.944444,11,6.716724,NA,15,1,1,0.17
S1_1014,1,241.4618,65.248,0.006536,0.019355,0.018182,0.045045,3,NA,0.210344,0.939,0.87575,14,29.235294,24.248711,20.209928,1,12,1,0.17
S1_1014,2,241.4618,59.7258,0.016484,0.020906,0.061856,0.066667,12,0.049731,0.077719,0.672,0.748833,21.75,38,22.835877,16.862186,6,6,1,0.17
S1_1014,3,241.4618,63.8743,0.011952,0.022989,0.054688,0,10,0.468104,0.086777,0.966667,0.636,12,42.5,19.362048,6.770032,3,10,1,0.17
S1_1014,4,241.4618,52.6137,0.017544,0.012048,0.022727,0.041096,5,0.072633,0.080705,0.60425,0.559833,36,18.2,20.530465,23.266162,4,6,1,0.17
S1_1015,1,239.9224,65.7904,0.010791,0.019608,0.019048,0.04717,5,2.276529,0.447568,4.087333,1.5118,34,26.266667,34.351128,21.191193,3,10,1,0.17
S1_1015,2,239.9224,65.5111,0.018898,0.006711,0.037594,0.02,17,0.400179,NA,1.4325,2.403,28.823529,16,22.674973,27.712813,12,1,1,0.17
S1_1015,3,239.9224,50.1744,0.007926,0.017143,0.03207,0,17,0.351364,0.376867,1.778333,1.251,24,57.333333,33.874769,20.132892,6,3,1,0.17
S1_1015,4,239.9224,58.4465,0.013947,0.008264,0.041916,0.04,17,0.385613,NA,1.351,1.138,31.764706,23.333333,28.990364,40.414519,10,1,1,0.17
S1_1016,1,265.1808,49.0496,0.008,0.02439,0.02439,0,16,0.574245,0.247379,2.06,1.840667,20.875,40,28.406279,10,6,3,1,0.17
S1_1016,2,265.1808,69.8601,0.014493,0.026515,0.076923,0.044444,2,NA,0.387367,2.558,1.4955,27.5,23.555556,38.890873,12.989689,1,14,1,0.17
S1_1016,3,265.1808,72.8253,0.012658,0.029821,0.052632,0.064516,3,NA,0.165856,2.412,1.463933,13.333333,26.882353,23.094011,10.148167,1,15,1,0.17
S1_1016,4,265.1808,73.4458,0.023923,0.010638,0,0.016129,5,0.202752,0.477692,1.402,1.669778,40.8,31,7.120393,26.573349,5,9,1,0.17
S1_1017,1,227.0161,66.4332,0.026786,0.06383,0.054545,0.181818,15,1.591026,0.144244,2.70925,1.236333,25.4,6.6,15.710779,6.0663,12,3,1,0.17
S1_1017,2,227.0161,42.694,0.058824,0.3125,0.097561,0,10,0.481934,0.243604,1.649667,1.3383,5.5,2.2,4.927248,0.632456,6,10,1,0.17
S1_1017,3,227.0161,61.865,0.026087,0.086207,0.037975,0.142857,9,0.233719,0.169685,1.611,1.1164,16.111111,9,12.149531,4.266146,6,10,1,0.17
S1_1017,4,227.0161,56.0239,0.010309,0.08982,0.037975,0.5,4,NA,0.195347,1.277,1.121267,4.25,9.375,8.5,2.895399,1,15,1,0.17
S2_100,1,114.7395,46.3454,0.010025,0.022321,0.027624,0.048077,9,0.650928,0.873725,2.3485,2.4684,23.777778,11.5,28.955905,14.041605,4,5,1,0.17
S2_100,2,114.7395,68.3941,0.022222,0.006369,0.050505,0.013333,18,0.490334,NA,1.998154,2.534,26.277778,40.5,21.586503,57.275649,13,1,1,0.17
S2_101,1,130.3765,66.413,0.017699,0.006024,0.024096,0.026667,16,0.390401,NA,1.372417,1.382,31.25,30,23.268004,51.961524,12,1,1,0.17
S2_101,2,130.3765,63.9635,0.014175,0.005376,0.031008,0.025974,15,0.190477,NA,1.446273,1.177,42.4,6.2,32.436311,13.863621,11,1,1,0.17
S2_102,1,76.5444,41.1108,0.036364,0.003195,0.094595,0.017241,15,0.274077,NA,1.771,1.799,9.2,16,11.149632,35.777088,8,1,1,0.17
S2_102,2,76.5444,35.4336,0.009025,0.002688,0.032258,0.025,12,0.448396,NA,1.7922,2.227,27.666667,11.375,37.582233,32.173359,5,1,1,0.17
S2_103,1,57.4827,26.3653,0.004717,0.0181,0.033058,0.032967,5,NA,1.953067,1.202,2.01625,18,18,40.249224,17.406895,1,4,1,0.17
S2_103,2,57.4827,31.1174,0.010309,0.022059,0.031056,0.125,8,0.175852,0.128582,1.099,1.014333,15.875,31.25,24.316,21.484491,3,3,1,0.17
S2_104,1,129.5413,69.5898,0.014553,0.023973,0.027586,0.046512,11,2.125226,0.992947,2.684857,1.727286,29.909091,26.888889,24.300019,16.034685,7,7,1,0.17
S2_104,2,129.5413,59.9515,0.004237,0.012837,0.022222,0.029126,4,NA,0.689403,2.486,1.697,25,35.1875,50,30.270379,1,10,1,0.17
S2_105,1,90.7624,47.743,0.008333,0.019608,0.018797,0,9,0.582893,0.402514,1.896,1.6238,23.333333,50,30.033315,8.717798,4,5,1,0.17
S2_105,2,90.7624,43.0194,0.014113,0.005263,0.044843,0.018349,17,0.444231,NA,1.464429,1.407,15.647059,26.666667,28.846449,46.188022,7,1,1,0.17
S2_106,1,98.7878,51.3528,0.019685,0.030928,0.047059,0.08,9,0.470805,0.181198,1.9142,1.776333,18.222222,20.375,19.581738,16.308959,5,6,1,0.17
S2_106,2,98.7878,47.435,0.02521,0.011905,0.053191,0.023256,14,0.313992,NA,1.514667,1.471,18.142857,20,15.261098,28.284271,9,1,1,0.17
S2_107,1,107.8866,40.7335,0.015748,0.006143,0,0.025391,2,0.719835,0.280292,3.818,2.2278,62.5,16.5,3.535534,27.598487,2,5,1,0.17
S2_107,2,107.8866,67.1531,0.010256,0.018443,0.026316,0.046512,9,0.148183,0.443949,1.88125,2.015778,21.777778,39.636364,26.14277,19.815513,4,9,1,0.17
S2_108,1,31.548,7.35,0.001745,0.001745,0.019469,0.019469,12,NA,0,2.425,0,0.583333,0,2.020726,0,1,0,1,0.17
S2_108,2,31.548,24.198,0.010283,0.333333,0.029703,0,10,1.212007,NA,2.55675,1.854,18.3,2,27.841017,NA,4,1,1,0.17
S2_110,1,75.8494,51.5668,0.002208,0.010444,0.013193,0.027907,6,NA,0.644694,1.268,1.730375,12.166667,38.785714,29.802125,35.392695,1,8,1,0.17
S2_110,2,75.8494,24.2826,0.008,0.002994,0.029851,0.03169,9,0.529812,NA,2.192,1.503,19,4.9,28.84441,15.495161,3,1,1,0.17
S2_111,1,76.409,43.8157,0.038136,0.010101,0.090909,0.021277,10,1.946571,NA,4.167556,2.114,21.6,25.5,13.541705,36.062446,9,1,1,0.17
S2_111,2,76.409,32.5933,0.016043,0.036036,0.029703,0.083333,6,0.693638,0.466194,2.361333,2.15575,13.833333,13.833333,16.042651,10.852035,3,4,1,0.17
S2_112,1,129.4911,73.3594,0.111111,0.024876,0,0.069767,1,NA,0.662539,2.112,2.1056,8,30.277778,NA,21.51827,1,15,1,0.17
S2_112,2,129.4911,56.1317,0.011321,0.02551,0.021201,0.083333,12,0.348745,0.828708,1.782833,2.0612,20.083333,23.857143,22.018415,21.318447,6,5,1,0.17
S2_113a,1,116.5097,62.254,0.088235,0.049689,0.1,0.0625,10,0.155395,0.147235,1.101,1.0805,8.3,15.222222,3.860052,5.868939,9,8,1,0.17
S2_113a,2,116.5097,54.2557,0.062016,0.081395,0.166667,0.5,9,0.131913,0.123003,0.887,0.846429,12.777778,9.625,5.403188,7.28869,8,7,1,0.17
S2_113b,1,126.5435,57.4173,0.019231,0.033708,0.033333,0.107143,2,NA,0.316535,2.186,1.182167,10.5,21.066667,14.849242,11.448435,1,12,1,0.17
S2_113b,2,126.5435,69.1262,0.02,0.02729,0.038462,0.081081,2,NA,0.358375,1.013,1.037286,11.5,27.176471,16.263456,14.009975,1,14,1,0.17
S2_114,1,120.1599,52.9854,0.021277,0.048,0.090909,0.081633,3,NA,0.248933,1.861,1.41075,8,11.8125,13.856406,8.863549,1,12,1,0.17
S2_114,2,120.1599,67.1745,0.066667,0.03866,0,0.070175,1,NA,0.317259,1.251,1.445467,14,16.631579,NA,9.346482,1,15,1,0.17
S2_115,1,92.5766,60.1981,0.008584,0.020661,0.021277,0.026846,5,1.138442,0.569471,1.775,1.8393,18,23.214286,29.529646,19.06337,2,10,1,0.17
S2_115,2,92.5766,32.3785,0.013158,0.008547,0.046512,0.02381,11,0.4776,NA,1.3744,2.423,22.363636,37,26.242228,52.325902,5,1,1,0.17
S2_116,1,52.4302,29.8332,0.043796,0.014925,0.045455,0.032258,7,0.657541,NA,1.887167,2.037,15.571429,17.5,10.014276,24.748737,6,1,1,0.17
S2_116,2,52.4302,22.597,0.015152,0.002353,0.027397,0.018277,5,0.160516,NA,1.581333,1.194,24.4,5.125,22.289011,14.495689,3,1,1,0.17
S2_117,1,101.064,46.8501,0.026738,0.007042,0.045455,0.018987,8,0.447946,0.608588,2.5708,2.86475,14.5,24.8,12.317235,32.324054,5,4,1,0.17
S2_117,2,101.064,54.2139,0.005405,0.013043,0.024194,0.028369,4,NA,0.611842,2.404,2.299444,15,41.538462,30,30.712688,1,9,1,0.17
S2_118,1,89.8794,47.1871,0.004739,0.01636,0.023529,0.046512,5,NA,0.613918,1.878,2.34525,8,32.916667,17.888544,25.425321,1,8,1,0.17
S2_118,2,89.8794,42.6923,0.002809,0.030418,0.020958,0.047059,8,NA,0.348517,1.58,1.83,2.625,14.166667,7.424621,15.531981,1,8,1,0.17
S2_119,1,115.8129,60.7054,0.07563,0.022059,0.25,0.037975,11,0.658803,0.218223,1.843111,1.580667,9.272727,20.777778,5.883722,16.46039,9,6,1,0.17
S2_119,2,115.8129,55.1075,0.016667,0.034632,0.052083,0.06383,9,1.176371,0.61921,2.07825,1.7555,15.555556,16,19.45579,10.573552,4,8,1,0.17
S2_120,1,104.1005,57.6207,0.004739,0.016,0.01875,0.038961,4,NA,0.468046,1.697,2.1589,12.5,41.384615,25,24.716858,1,10,1,0.17
S2_120,2,104.1005,46.4798,0.022989,0.013752,0.058824,0.030488,3,0.934795,0.323978,2.523,1.795429,22.666667,28.166667,25.32456,27.731942,2,7,1,0.17
S2_121,1,131.6736,67.01,0.012214,0.022936,0.028708,0.090909,14,0.259493,0.348762,1.596125,1.8044,31.285714,33.666667,28.829548,21.369761,8,5,1,0.17
S2_121,2,131.6736,64.6636,0.032787,0.016794,0.333333,0.038961,3,0.342947,0.281699,1.8225,1.387727,18.666667,28.823529,18.036999,22.528413,2,11,1,0.17
S2_123,1,114.9564,62.4732,0.04065,0.014953,0.111111,0.023256,8,0.294403,0.523201,2.4148,2.270375,11.375,29.583333,13.265826,28.595799,5,8,1,0.17
S2_123,2,114.9564,52.4832,0.01005,0.027273,0.034483,0.068966,6,0.180312,1.08426,2.3875,2.260222,13.5,20.230769,21.106871,15.90678,2,9,1,0.17
S2_124,1,107.4405,55.2999,0.008621,0.018975,0.027397,0.052239,3,NA,0.102789,1.176,0.7072,14,22.529412,24.248711,20.084564,1,10,1,0.17
S2_124,2,107.4405,52.1406,0.012678,0.026316,0.039301,0.25,17,0.166819,0.070004,0.7715,0.6775,23.176471,23.333333,25.5911,24.027762,8,2,1,0.17
S2_125,1,58.3547,7.0125,0.002445,0.002445,0.02514,0.02514,10,NA,0,1.876,0,5,0,15.811388,0,1,0,1,0.17
S2_125,2,58.3547,51.3422,0.02439,0.011928,0,0.02765,4,0.548845,0.304189,2.14225,2.060167,40,23.333333,0,25.346089,4,6,1,0.17
S2_126,1,95.0171,58.9288,0.013453,0.022556,0.044118,0.074074,6,0.464759,0.444853,2.071,2.083111,25.333333,33,28.472209,17.406895,3,9,1,0.17
S2_126,2,95.0171,36.0883,0.019231,0.011719,0.055556,0.04,6,0.240238,0.391858,1.50175,1.774,28,16,22.547727,22.652657,4,3,1,0.17
S2_200,1,91.2475,50.2386,0.045045,0.006916,0,0.016509,5,3.321668,1.006741,6.7872,3.6326,21.2,24.5,10.568822,30.770411,5,5,1,0.17
S2_200,2,91.2475,41.0089,0.003425,0.019943,0.030303,0.076923,8,NA,1.251635,2.714,3.348,7.5,26.545455,21.213203,21.285505,1,7,1,0.17
S2_201,1,104.3905,59.3305,0.053398,0.162162,0.111111,0,14,0.236269,0.203895,1.471273,1.4675,12,5.166667,8.503393,1.94079,11,6,1,0.17
S2_201,2,104.3905,45.06,0.117647,0.054054,0,0.078947,2,0.207182,0.166074,1.4565,1.4464,7.5,10.538462,4.949747,6.983497,2,10,1,0.17
S2_202,1,97.2377,41.4478,0.005706,0.04,0.02027,0.166667,13,0.312013,0.558973,1.7175,1.97225,19.461538,18,32.227357,11.55422,4,4,1,0.17
S2_202,2,97.2377,55.7899,0.019802,0.01107,0.038835,0.024242,12,0.349056,0.16115,1.190375,1.124667,24.416667,14.714286,19.435012,19.422618,8,3,1,0.17
S2_203,1,124.2532,65.0606,0.010909,0.021008,0.024691,0.043478,7,0.228049,0.215073,1.749667,1.4801,15.714286,30.538462,21.124348,19.92325,3,10,1,0.17
S2_203,2,124.2532,59.1926,0.009804,0.020638,0.053571,0.037313,4,NA,0.282316,1.334,1.273273,11.25,24.25,22.5,19.729842,1,11,1,0.17
S2_204,1,126.5788,59.0359,0.042623,0.013514,0.096774,0.060606,16,1.204408,NA,2.761385,1.453,16.3125,13.333333,9.364605,23.094011,13,1,1,0.17
S2_204,2,126.5788,67.5429,0.030635,0.018868,0.107143,0.076923,17,0.563467,NA,1.852643,1.387,24.411765,8.666667,12.762537,15.011107,14,1,1,0.17
S2_205,1,126.2988,57.9957,0.018739,0.090909,0.040936,0,18,0.281993,NA,1.497727,1.271,22.5,10,19.847211,NA,11,1,1,0.17
S2_205,2,126.2988,68.3031,0.023158,0.012987,0.066667,0.030534,13,0.164464,0.406552,1.517,1.277667,33.384615,13.857143,18.076405,22.363874,11,3,1,0.17
S2_206,1,129.4933,68.9402,0.151515,0.039039,0,0.040816,5,37.821325,1.090874,20.8176,3.061846,5.6,18.066667,4.159327,12.814426,5,13,1,0.17
S2_206,2,129.4933,60.5531,0.031056,0.057471,0.054545,0,8,0.804374,0.510648,2.2534,1.9078,12.625,16.4,13.886659,8.044322,5,10,1,0.17
S2_207,1,135.2048,68.8842,0.090909,0.017426,0,0.031746,1,NA,0.350582,2.4,1.830385,10,28.631579,NA,22.467781,1,13,1,0.17
S2_207,2,135.2048,66.3206,0.027108,0.018248,0.088889,0.044444,13,0.291579,0.370283,1.73,1.6938,21.384615,32,16.049603,22.15852,9,5,1,0.17
S2_208,1,105.4242,39.8438,0.006452,0.011834,0.030201,0.024845,12,0.463174,1.109317,1.975667,1.82825,13.666667,21.625,25.860933,23.126593,3,4,1,0.17
S2_208,2,105.4242,65.5804,0.018868,0.013158,0.050633,0.030612,14,0.275847,0.459929,1.3222,1.501333,31.5,21.166667,20.716957,23.189797,10,3,1,0.17
S2_209,1,112.053,56.598,0.005682,0.017391,0.022059,0.029703,4,NA,1.639543,2.125,2.1501,9.75,22.6875,19.5,22.401544,1,10,1,0.17
S2_209,2,112.053,55.455,0.019157,0.006711,0.055556,0.032258,15,2.239656,NA,2.9199,2.762,28.133333,4.8,22.903109,10.733126,10,1,1,0.17
S2_210,1,128.6809,61.787,0.105263,0.044776,0.25,0.074074,5,0.137759,0.841331,1.42875,1.338833,6,16.357143,4.1833,8.897771,4,12,1,0.17
S2_210,2,128.6809,66.8939,0.025937,0.072165,0.046154,0.333333,12,0.145316,0.151188,0.798444,0.788143,22.75,10.875,16.504132,5.24915,9,7,1,0.17
S2_211,1,139.8745,73.5932,0.020833,0.036364,0.037037,0.083333,2,NA,0.439521,1.599,1.6305,10,22.222222,14.142136,8.370505,1,16,1,0.17
S2_211,2,139.8745,66.2813,0.03,0.042857,0.068493,0,17,0.297126,0.26598,1.4505,1.296667,18.529412,22.333333,12.475564,0.57735,12,3,1,0.17
S2_212,1,111.3948,57.8927,0.096386,0.013986,0.2,0.031746,10,1.722092,2.095177,3.016,3.063333,6.5,29.7,4.552167,29.116815,8,6,1,0.17
S2_212,2,111.3948,53.5021,0.00565,0.014041,0.034483,0.0375,5,NA,0.173038,1.906,1.371778,12,31.466667,26.832816,32.945554,1,9,1,0.17
S2_213,1,58.6398,28.7959,0.025641,0.019108,0.030303,0.037037,4,0.347565,0.965019,1.699667,2.233,20.25,20,15.326991,18.493242,3,3,1,0.17
S2_213,2,58.6398,29.8439,0.023585,0.005682,0.033898,0.035971,7,1.333714,NA,2.434,1.561,21.142857,6,15.485785,14.696938,5,1,1,0.17
S2_214,1,110.6143,48.1352,0.002667,0.027523,0.018927,0.050633,7,NA,0.575845,1.49,2.231556,8.142857,18.384615,21.543975,16.054794,1,9,1,0.17
S2_214,2,110.6143,62.4791,0.023438,0.010204,0.04902,0.027397,17,0.429004,NA,2.053417,1.614,23.411765,8,18.258761,13.856406,12,1,1,0.17
S2_215,1,60.677,5.9452,0.007092,0.007092,0.009259,0.009259,2,NA,0,4.041,0,16,0,22.627417,0,1,0,1,0.17
S2_215,2,60.677,54.7318,0.007299,0.020408,0.036697,0.034884,5,NA,1.066044,2.117,2.7549,5.4,30.307692,12.074767,18.723357,1,10,1,0.17
S2_216,1,64.9976,37.8952,0.002,0.016216,0.019149,0.033333,10,NA,0.522594,0.884,1.169667,2.9,30.444444,9.170605,28.377417,1,6,1,0.17
S2_216,2,64.9976,27.1024,0.004484,0.015267,0.022727,0.054795,5,NA,0.070951,1.118,1.106,9.2,23.125,20.571825,25.958415,1,4,1,0.17
S2_217,1,112.8635,50.9225,0.022472,0.042553,0.057692,0.0625,5,0.115258,0.087898,0.8675,0.8305,7,13.615385,9.591663,7.932407,2,10,1,0.17
S2_217,2,112.8635,61.941,0.033113,0.018182,0.041667,0.053571,6,0.15235,0.503424,0.888,1.31725,20.333333,22.857143,10.966616,24.085927,5,8,1,0.17
S2_219,1,111.7644,51.7772,0.004132,0.017578,0.013245,0.024876,3,NA,0.353558,2.44,1.813778,30,21.571429,51.961524,19.586943,1,9,1,0.17
S2_219,2,111.7644,59.9872,0.008584,0.021097,0.020833,0.064516,4,0.087681,0.232777,1.627,1.5783,33.75,23.1875,41.508031,23.7184,2,10,1,0.17
S2_220,1,127.5822,62.5956,0.059406,0.018519,0.1,0.049505,7,0.497528,0.268448,2.025333,1.71125,12.142857,24.846154,9.317163,21.686579,6,8,1,0.17
S2_220,2,127.5822,64.9866,0.066667,0.02403,0,0.03681,1,NA,0.483464,1.329,1.758,14,19.210526,NA,17.351205,1,13,1,0.17
S2_221,1,111.0068,54.9559,0.008284,0.021898,0.028329,0,17,0.508434,0.672166,2.248429,2.415,28.529412,44.666667,36.718724,17.47379,7,3,1,0.17
S2_221,2,111.0068,56.0509,0.006711,0.017937,0.020942,0.04,14,0.185367,0.196192,2.187333,1.913,36.142857,38.8,44.255999,24.149534,6,4,1,0.17
S2_222,1,145.4073,68.3589,0.014925,0.051118,0.038462,0.105263,2,NA,0.47755,3.085,1.747688,20,15.444444,28.284271,6.644079,1,16,1,0.17
S2_222,2,145.4073,77.0484,0.03038,0.025381,0.034483,0.166667,13,0.208273,0.413958,1.683083,1.9886,27.230769,31,9.514496,15.67163,12,5,1,0.17
S2_223,1,101.8006,50.041,0.004902,0.020882,0.01626,0.039216,3,NA,0.26143,1.834,1.422778,26.666667,24.615385,46.188022,23.645079,1,9,1,0.17
S2_223,2,101.8006,51.7596,0.037671,0.02,0.078431,0.111111,15,0.288192,NA,1.241,0.916,15.333333,20,9.904304,28.284271,11,1,1,0.17
S2_224,1,119.2722,65.4958,0.05,0.016,0,0.039548,1,NA,0.744995,2.703,1.715833,19,29.526316,NA,24.277032,1,12,1,0.17
S2_224,2,119.2722,53.7764,0.016575,0.025773,0.061728,0.090909,11,0.296895,0.239243,1.570333,1.3156,25,16.111111,24.409015,16.541194,6,5,1,0.17
