ID,order,TotalMLE,mle,pBurst_1,pExpl_1,sdAvgLastTime_1,avgLastTime_1
S3_560,3,258.4252,62.9202,0.029915,0.036364,0.418071,1.232929
S3_560,4,258.4252,61.5416,0.015979,0.033755,0.384899,1.322917
S3_561,1,245.8656,67.001,0.030738,0.044643,0.737208,1.825467
S3_561,2,245.8656,62.7364,0.052459,0.190476,0.215063,1.432
S3_561,3,245.8656,51.95,0.035191,0.083333,0.212616,1.421167
S3_561,4,245.8656,64.1782,0.048048,0.125,0.764423,1.634875
S3_562,1,255.0231,62.551,0.030702,0.0625,0.315625,1.753714
S3_562,2,255.0231,72.8607,0.036717,0.051724,0.287754,1.556529
S3_562,3,255.0231,61.4484,0.033175,0.111111,0.258184,1.483643
S3_562,4,255.0231,58.163,0.030516,0.090909,0.319798,1.469615
S3_563,1,216.1758,56.9565,0.015214,0.028169,0.455362,1.770818
S3_563,2,216.1758,55.216,0.017799,0.044118,0.212289,1.737273
S3_563,3,216.1758,46.8794,0.014754,0.04,0.401313,1.762111
S3_563,4,216.1758,57.1239,0.014986,0.028674,0.313614,1.515909
S3_564,1,241.1694,65.134,0.011869,0.01956,0.363665,1.618333
S3_564,2,241.1694,66.596,0.016069,0.030043,0.546519,1.846769
S3_564,3,241.1694,46.8496,0.014803,0.038328,1.643822,2.007222
S3_564,4,241.1694,62.5898,0.014652,0.023904,0.860711,1.86475
S3_565,1,286.8093,65.3407,0.025225,0.042373,0.564739,1.7565
S3_565,2,286.8093,77.7377,0.027687,0.05,0.612779,1.774118
S3_565,3,286.8093,70.3181,0.03299,0.057971,0.431263,1.778938
S3_565,4,286.8093,73.4128,0.035565,0.096774,0.267131,1.396588
S3_566,1,272.2134,70.3203,0.024712,0.030675,0.57586,1.723867
S3_566,2,272.2134,55.3846,0.026549,0.055556,0.379263,1.086
S3_566,3,272.2134,72.4212,0.028986,0.05,0.700392,1.43925
S3_566,4,272.2134,74.0873,0.034205,0.068182,0.265334,1.072706
S3_567,1,225.7898,52.3846,0.022965,0.04712,0.385197,1.354545
S3_567,2,225.7898,55.4997,0.01735,0.071429,0.184974,1.069545
S3_567,3,225.7898,61.9688,0.015424,0.041667,0.178272,1.106833
S3_567,4,225.7898,55.9367,0.02537,0.065574,0.103307,1.038333
S3_568,1,222.8882,68.1548,0.020679,0.030534,1.32971,3.197071
S3_568,2,222.8882,29.7838,0.018809,0.026549,1.321666,2.890667
S3_568,3,222.8882,47.9547,0.022222,0.055556,0.51326,2.0268
S3_568,4,222.8882,76.9949,0.021858,0.034483,0.41654,2.15075
S3_569,1,248.5419,60.1084,0.048232,0.089286,0.514509,1.961133
S3_569,2,248.5419,69.5082,0.018792,0.036364,0.712621,1.747286
S3_569,3,248.5419,64.2548,0.012766,0.033613,0.147155,1.34
S3_569,4,248.5419,54.6705,0.011416,0.026596,0.199525,1.3462
S3_570,1,232.9933,60.9979,0.016713,0.04,0.441431,1.439083
S3_570,2,232.9933,65.0679,0.018056,0.039216,0.359591,1.530692
S3_570,3,232.9933,58.7493,0.012941,0.034749,0.198385,1.515545
S3_570,4,232.9933,48.1782,0.012784,0.032544,0.514982,1.553556
S3_571,1,252.9417,66.1679,0.016603,0.033333,0.563412,1.469385
S3_571,2,252.9417,53.1257,0.021484,0.059603,0.222172,1.113364
S3_571,3,252.9417,74.9465,0.024806,0.039474,0.24719,1.200438
S3_571,4,252.9417,58.7016,0.020202,0.071429,0.485561,1.340833
S3_572,1,262.8662,61.4464,0.056738,0.070175,0.358176,1.469625
S3_572,2,262.8662,69.054,0.056962,0.125,0.295807,1.191556
S3_572,3,262.8662,68.5183,0.058632,0.125,0.228378,1.160056
S3_572,4,262.8662,63.8475,0.061594,0.130435,0.206219,1.094176
S3_573,1,248.4046,56.1153,0.025,0.038462,0.202253,1.433417
S3_573,2,248.4046,69.2401,0.019152,0.03125,0.260697,1.509643
S3_573,3,248.4046,52.2682,0.034286,0.050955,0.133313,1.303833
S3_573,4,248.4046,70.781,0.032064,0.070175,0.126192,1.224625
S3_574,1,235.9016,62.1692,0.015171,0.028986,2.286308,3.023083
S3_574,2,235.9016,56.1313,0.009872,0.024876,0.289432,2.1068
S3_574,3,235.9016,55.5703,0.010438,0.035842,0.522052,2.0805
S3_574,4,235.9016,62.0308,0.015345,0.026144,0.370412,1.733667
S3_575,1,258.5631,75.2815,0.017815,0.029762,0.598318,1.776
S3_575,2,258.5631,57.4327,0.02243,0.05,0.396224,1.68025
S3_575,3,258.5631,68.621,0.036613,0.114286,0.543747,1.632062
S3_575,4,258.5631,57.2279,0.044586,0.115385,0.220047,1.342929
S3_576,1,244.1544,56.0793,0.016467,0.031621,0.261881,1.413091
S3_576,2,244.1544,71.4511,0.030769,0.047059,0.195187,1.134812
S3_576,3,244.1544,53.7802,0.05668,0.24,0.234757,0.973714
S3_576,4,244.1544,62.8438,0.052117,0.108108,0.178428,0.901
S3_577,1,247.6469,65.3875,0.034169,0.185185,0.52135,2.055933
S3_577,2,247.6469,52.747,0.032967,0.08,0.169339,1.444167
S3_577,3,247.6469,63.28,0.029167,0.068182,0.157636,1.294786
S3_577,4,247.6469,66.2324,0.032328,0.074627,0.147049,1.197867
S3_578,1,268.5106,64.8207,0.035461,0.104167,0.201917,1.6628
S3_578,2,268.5106,64.3756,0.019034,0.044304,0.189308,1.53
S3_578,3,268.5106,68.526,0.020144,0.040541,0.291756,1.553714
S3_578,4,268.5106,70.7883,0.023962,0.045045,0.223184,1.4732
S3_579,1,230.4028,52.5418,0.014104,0.0301,0.190397,1.4358
S3_579,2,230.4028,60.6578,0.010891,0.02148,1.153707,1.909636
S3_579,3,230.4028,48.7393,0.012016,0.034483,0.316963,1.313111
S3_579,4,230.4028,68.4639,0.013934,0.025926,0.545206,1.283385
S3_580,1,236.311,67.9867,0.020927,0.035928,2.11824,4.230143
S3_580,2,236.311,68.2517,0.014161,0.02583,0.580304,2.098923
S3_580,3,236.311,48.1007,0.012894,0.03321,0.559595,1.928111
S3_580,4,236.311,51.9719,0.014925,0.045872,0.492731,1.4031
S3_581,1,255.2653,61.5255,0.016,0.036697,0.969517,1.957667
S3_581,2,255.2653,61.7668,0.023214,0.051095,0.11723,1.446154
S3_581,3,255.2653,67.7521,0.021277,0.052632,0.437884,1.573214
S3_581,4,255.2653,64.2209,0.019259,0.038462,0.122021,1.380846
S3_582,1,261.8412,52.0925,0.034783,0.052632,5.377157,4.402083
S3_582,2,261.8412,70.7883,0.023962,0.039062,0.794545,1.767133
S3_582,3,261.8412,55.9374,0.036111,0.057471,1.683231,1.788154
S3_582,4,261.8412,83.023,0.026627,0.08,0.743683,1.637111
S3_583,1,251.0467,65.9654,0.016861,0.03,0.984334,2.112
S3_583,2,251.0467,72.3031,0.029197,0.102564,0.462117,1.516687
S3_583,3,251.0467,55.4471,0.017433,0.038462,0.169538,1.340636
S3_583,4,251.0467,57.3311,0.0325,0.065421,0.375496,1.304385
S3_584,1,272.7277,70.4201,0.02455,0.04065,0.50606,1.5328
S3_584,2,272.7277,58.3476,0.030093,0.08046,0.140566,1.098077
S3_584,3,272.7277,75.8261,0.023495,0.044944,0.383978,1.23
S3_584,4,272.7277,68.1339,0.02071,0.038217,0.269149,1.264857
S3_585,1,249.4883,54.0793,0.012107,0.03937,0.423888,1.7796
S3_585,2,249.4883,65.8918,0.024263,0.040268,0.190575,1.449429
S3_585,3,249.4883,64.3948,0.019006,0.053435,0.675077,1.729385
S3_585,4,249.4883,65.1224,0.017981,0.041176,0.826827,1.543154
S3_586,1,255.094,67.709,0.021341,0.045455,0.606438,2.538214
S3_586,2,255.094,74.8067,0.018382,0.035461,0.993525,2.406133
S3_586,3,255.094,47.2578,0.014151,0.050228,0.583902,1.532667
S3_586,4,255.094,65.3205,0.017711,0.061404,0.436366,1.391692
S3_587,1,240.1376,57.0329,0.01511,0.026946,1.396778,2.331727
S3_587,2,240.1376,51.6666,0.015385,0.041152,0.379641,1.4088
S3_587,3,240.1376,73.9869,0.019405,0.03876,0.272147,1.391267
S3_587,4,240.1376,57.4512,0.01455,0.036437,0.511762,1.545636
S3_588,1,267.0787,75.8584,0.039387,0.051282,0.584157,2.053444
S3_588,2,267.0787,60.8623,0.016901,0.029915,0.633564,1.784083
S3_588,3,267.0787,69.143,0.019284,0.035503,0.751828,1.833429
S3_588,4,267.0787,61.215,0.016416,0.037915,0.584507,1.791
S3_589,1,278.7432,66.8745,0.064057,0.105263,0.232043,1.506667
S3_589,2,278.7432,71.9132,0.029907,0.048193,0.182962,1.462625
S3_589,3,278.7432,79.4196,0.032432,0.054054,0.164561,1.415778
S3_589,4,278.7432,60.5359,0.02549,0.067416,0.183194,1.471923
S3_590,1,241.9836,63.3818,0.038961,0.060976,0.688658,1.591533
S3_590,2,241.9836,58.2818,0.04142,0.089552,0.803874,1.505571
S3_590,3,241.9836,58.8863,0.028889,0.085714,1.006061,1.604385
S3_590,4,241.9836,61.4337,0.02381,0.046875,0.362655,1.202
S3_591,1,268.4749,54.2793,0.019366,0.058065,0.591149,1.897545
S3_591,2,268.4749,73.7471,0.026711,0.053333,0.489,1.34075
S3_591,3,268.4749,73.9088,0.026446,0.056604,0.375079,1.286563
S3_591,4,268.4749,66.5397,0.023179,0.06383,0.283599,1.211643
S3_592,1,235.3019,65.3183,0.044818,0.057971,0.661186,1.820875
S3_592,2,235.3019,63.9424,0.0131,0.02847,0.39789,1.619667
S3_592,3,235.3019,54.6258,0.018771,0.032558,0.444182,1.632636
S3_592,4,235.3019,51.4154,0.015773,0.022901,0.285532,1.2635
S3_700,1,220.2418,52.0617,0.014793,0.03719,0.236752,1.7946
S3_700,2,220.2418,59.5164,0.012075,0.028037,0.523338,2.011273
S3_700,3,220.2418,54.3556,0.011779,0.031348,0.893911,2.2984
S3_700,4,220.2418,54.3081,0.011834,0.026316,1.326011,2.7585
S3_701,1,234.7852,56.8714,0.091398,0.176471,3.458849,4.141
S3_701,2,234.7852,58.0687,0.042042,0.046154,6.613803,6.512429
S3_701,3,234.7852,65.0144,0.057627,1,10.155622,6.622706
S3_701,4,234.7852,54.8307,0.067873,0.083333,6.019627,6.578333
S3_702,1,257.7656,66.3508,0.02349,0.037037,0.333985,1.215714
S3_702,2,257.7656,51.0964,0.037736,0.072072,0.166339,0.939167
S3_702,3,257.7656,63.2141,0.050955,0.065574,0.155251,0.85525
S3_702,4,257.7656,77.1043,0.045894,0.083333,0.13777,0.828579
S3_703,1,191.916,40.0428,0.008872,0.030162,0.220991,1.229857
S3_703,2,191.916,46.1655,0.008439,0.024145,0.121435,1.262375
S3_703,3,191.916,52.4268,0.007993,0.019573,0.504524,1.577889
S3_703,4,191.916,53.2809,0.013106,0.036101,0.640736,1.4868
S3_704,1,245.5708,61.7492,0.015707,0.027027,1.087496,2.10825
S3_704,2,245.5708,67.8592,0.021116,0.034188,0.163961,1.580571
S3_704,3,245.5708,53.081,0.013369,0.03367,0.408078,1.8764
S3_704,4,245.5708,62.8814,0.014303,0.024615,0.290904,1.9315
S3_705,1,234.9849,54.9801,0.018182,0.034221,1.096471,2.087182
S3_705,2,234.9849,64.414,0.018978,0.044304,0.40007,1.513154
S3_705,3,234.9849,60.4107,0.017544,0.046512,0.174676,1.336667
S3_705,4,234.9849,55.1801,0.017857,0.045226,0.235188,1.507545
S3_706,1,267.9614,66.2315,0.023689,0.034286,0.792317,1.927786
S3_706,2,267.9614,71.5681,0.022762,0.043478,0.502013,1.587
S3_706,3,267.9614,62.8911,0.021311,0.044025,0.186872,1.304462
S3_706,4,267.9614,67.2707,0.022013,0.041379,0.433514,1.459857
S3_707,1,220.9157,45.6553,0.016886,0.051643,0.892094,2.201222
S3_707,2,220.9157,58.3784,0.013382,0.03321,0.511578,1.698636
S3_707,3,220.9157,56.7398,0.015515,0.040179,0.504159,1.528909
S3_707,4,220.9157,60.1422,0.011411,0.025496,0.287454,1.405
S3_708,1,264.2144,66.9722,0.040506,0.125,0.251807,1.38275
S3_708,2,264.2144,72.805,0.020979,0.033784,0.359611,1.401533
S3_708,3,264.2144,55.5695,0.017241,0.041667,0.259157,1.494727
S3_708,4,264.2144,68.8677,0.019663,0.043165,0.181947,1.339643
S3_709,1,253.381,62.6739,0.021667,0.026846,0.783701,2.366538
S3_709,2,253.381,59.5157,0.027542,0.038462,0.408325,1.906923
S3_709,3,253.381,56.4777,0.034667,0.09375,1.054304,1.918308
S3_709,4,253.381,74.7137,0.018496,0.021739,0.269858,1.794867
S3_710,1,244.7902,60.7939,0.016997,0.028169,1.207936,2.655333
S3_710,2,244.7902,53.4256,0.020913,0.067669,0.496541,1.576091
S3_710,3,244.7902,59.2334,0.012387,0.030303,0.529469,1.750455
S3_710,4,244.7902,71.3373,0.016509,0.044776,0.441242,1.586357
S3_711,1,210.5386,48.0225,0.013006,0.034921,0.491562,1.452556
S3_711,2,210.5386,31.3609,0.014493,0.060606,0.176602,1.190833
S3_711,3,210.5386,65.9143,0.016927,0.038043,0.419493,1.294923
S3_711,4,210.5386,65.2409,0.011765,0.024768,0.219124,1.195917
S3_712,1,223.7431,45.1935,0.009524,0.029851,0.265552,1.109
S3_712,2,223.7431,59.221,0.012401,0.02795,0.666321,1.392909
S3_712,3,223.7431,61.1817,0.010387,0.021687,0.13493,1.402364
S3_712,4,223.7431,58.1469,0.013665,0.035294,0.377693,1.595636
S3_713,1,282.0708,70.426,0.01761,0.023346,4.72522,3.149214
S3_713,2,282.0708,57.3416,0.022599,0.081633,0.245678,1.472167
S3_713,3,282.0708,82.1191,0.021465,0.037037,0.467061,1.747588
S3_713,4,282.0708,72.1841,0.029412,0.053333,0.487951,1.391875
S3_714,1,251.2064,50.2712,0.017668,0.032407,0.888501,2.316
S3_714,2,251.2064,68.526,0.020144,0.042553,1.62908,2.820643
S3_714,3,251.2064,73.3259,0.02027,0.04,0.495784,1.734667
S3_714,4,251.2064,59.0833,0.019576,0.05298,0.290385,1.574917
S3_715,1,261.7912,61.2395,0.024164,0.041176,0.625964,2.282077
S3_715,2,261.7912,64.141,0.027451,0.051724,0.978572,2.568286
S3_715,3,261.7912,73.7356,0.034908,0.045455,0.567457,1.915765
S3_715,4,261.7912,62.6751,0.030435,0.056604,0.417836,1.726071
S3_716,1,254.085,63.9656,0.019637,0.045161,0.531582,2.019692
S3_716,2,254.085,62.9675,0.014201,0.028269,0.417073,1.5795
S3_716,3,254.085,72.0987,0.015642,0.034091,0.250437,1.236071
S3_716,4,254.085,55.0532,0.018062,0.037815,0.323187,1.236727
S3_717,1,253.6381,68.1139,0.028571,0.068493,0.826053,1.869133
S3_717,2,253.6381,69.2038,0.026596,0.172414,0.626914,1.923
S3_717,3,253.6381,59.7091,0.011866,0.029126,0.153642,1.303091
S3_717,4,253.6381,56.6113,0.024,0.071429,0.196453,1.239833
S3_718,1,253.925,63.6487,0.013423,0.03252,0.887497,2.2045
S3_718,2,253.925,57.9666,0.013889,0.038627,1.6008,2.361182
S3_718,3,253.925,66.9002,0.0157,0.034653,0.268712,1.806077
S3_718,4,253.925,65.4095,0.017591,0.044304,0.166466,1.724692
S3_719,1,250.9571,62.9984,0.021138,0.035,0.679432,1.668077
S3_719,2,250.9571,56.9466,0.023346,0.055172,0.469888,1.447083
S3_719,3,250.9571,63.1909,0.02935,0.072289,0.292329,1.269786
S3_719,4,250.9571,67.8212,0.029126,0.0625,0.110762,1.0364
S3_720,1,233.6633,47.1719,0.014286,0.046025,3.073655,3.251667
S3_720,2,233.6633,65.445,0.017544,0.033019,1.022556,2.624769
S3_720,3,233.6633,56.162,0.016345,0.035019,0.436129,1.840273
S3_720,4,233.6633,64.8844,0.01831,0.032967,0.499349,1.716
S3_721,1,254.3895,60.4582,0.025641,0.057851,0.93578,3.171923
S3_721,2,254.3895,56.5869,0.024048,0.054422,0.454918,1.886083
S3_721,3,254.3895,73.1819,0.020464,0.031056,0.242709,1.899267
S3_721,4,254.3895,64.1625,0.019345,0.033175,0.400768,1.804769
S3_722,1,250.4531,70.385,0.032854,0.044944,0.484228,1.596937
S3_722,2,250.4531,59.6892,0.037534,0.075,0.385076,1.349571
S3_722,3,250.4531,64.9286,0.035211,0.108696,0.421095,1.231867
S3_722,4,250.4531,55.4503,0.037464,0.083333,0.234083,1.000231
S3_723,1,216.7834,69.413,0.018919,0.032787,1.633048,3.1395
S3_723,2,216.7834,39.1202,0.010116,0.031175,0.351001,1.844714
S3_723,3,216.7834,51.1414,0.016207,0.049261,0.923003,1.755
S3_723,4,216.7834,57.1088,0.015007,0.036437,0.654524,1.792727
S3_724,1,239.1003,62.3635,0.022184,0.055556,0.247991,1.375231
S3_724,2,239.1003,54.9433,0.018242,0.045918,0.356297,1.360364
S3_724,3,239.1003,66.8871,0.022617,0.04918,0.247233,1.161214
S3_724,4,239.1003,54.9064,0.018303,0.058442,0.296051,1.365
S3_725,1,223.8292,43.8073,0.011315,0.031579,0.116851,1.256625
S3_725,2,223.8292,72.94,0.014737,0.033898,0.245464,1.352786
S3_725,3,223.8292,52.2682,0.014493,0.046296,0.162441,1.0724
S3_725,4,223.8292,54.8137,0.018456,0.053254,0.419893,1.065182
S3_726,1,268.771,63.5792,0.038462,0.060241,4.46437,3.435933
S3_726,2,268.771,67.709,0.021341,0.034682,0.286953,1.891714
S3_726,3,268.771,76.9728,0.021888,0.053333,0.405198,2.047938
S3_726,4,268.771,60.51,0.02554,0.0625,0.681723,1.951846
S3_727,1,267.5042,74.1747,0.043165,0.064516,2.965373,2.783333
S3_727,2,267.5042,63.1892,0.020833,0.048951,0.398395,1.561231
S3_727,3,267.5042,66.1111,0.023891,0.042254,0.13937,1.3435
S3_727,4,267.5042,64.0292,0.027668,0.046875,0.136757,1.224857
S3_728,1,263.1548,69.4212,0.034858,0.064516,0.440424,1.964688
S3_728,2,263.1548,60.2144,0.017831,0.042553,0.181126,1.3095
S3_728,3,263.1548,69.2401,0.019152,0.040816,0.268018,1.405786
S3_728,4,263.1548,64.2791,0.019174,0.071429,0.201347,1.189692
S3_729,1,246.1666,57.478,0.022346,0.041885,0.252213,1.409333
S3_729,2,246.1666,67.7322,0.029297,0.04902,0.193606,1.299
S3_729,3,246.1666,64.2243,0.02729,0.066667,0.195687,1.229071
S3_729,4,246.1666,56.7321,0.023762,0.053435,0.375661,1.319
S3_730,1,255.4124,71.2203,0.016647,0.026786,1.550451,2.772071
S3_730,2,255.4124,70.4749,0.011949,0.020772,0.586791,1.881385
S3_730,3,255.4124,50.5701,0.027027,0.04918,0.555044,1.600182
S3_730,4,255.4124,63.1471,0.0209,0.037037,0.247458,1.463308
S3_731,1,243.1507,59.9782,0.018182,0.032787,0.204935,1.228083
S3_731,2,243.1507,57.5456,0.022222,0.0625,0.301062,1.403667
S3_731,3,243.1507,65.3407,0.025225,0.0625,0.427523,1.484929
S3_731,4,243.1507,60.2862,0.017725,0.034335,0.299041,1.326
S3_732,1,225.194,42.1881,0.039216,0.034483,6.30338,14.0127
S3_732,2,225.194,47.9183,0.034268,0.084746,1.778674,6.767818
S3_732,3,225.194,74.4375,0.042553,0.142857,1.021925,4.692611
S3_732,4,225.194,60.6501,0.035088,0.064516,4.047033,5.200571
S3_733,1,257.9903,57.6128,0.022099,0.048276,0.611478,2.0705
S3_733,2,257.9903,74.0422,0.02623,0.055556,0.407236,1.712375
S3_733,3,257.9903,60.8169,0.024952,0.05303,0.254943,1.523769
S3_733,4,257.9903,65.5184,0.024911,0.050847,0.376332,1.547429
S3_734,1,266.6273,66.1353,0.02385,0.055556,1.797219,3.129786
S3_734,2,266.6273,62.5173,0.009205,0.018072,0.915261,1.617182
S3_734,3,266.6273,60.4284,0.017518,0.037383,0.214377,1.151
S3_734,4,266.6273,77.5463,0.015337,0.032258,0.37906,1.158267
S3_735,1,246.387,52.93,0.045296,0.03252,1.566832,1.941692
S3_735,2,246.387,73.7499,0.019711,0.045872,0.282923,1.3824
S3_735,3,246.387,54.5666,0.011534,0.028391,0.155436,1.3053
S3_735,4,246.387,65.1405,0.017956,0.055118,0.285457,1.329231
S3_736,1,216.6233,45.3357,0.009357,0.028235,1.643456,2.433625
S3_736,2,216.6233,59.221,0.012401,0.025352,0.987376,2.036364
S3_736,3,216.6233,57.2141,0.014865,0.027778,0.897976,1.867636
S3_736,4,216.6233,54.8525,0.011211,0.026954,1.048669,1.9436
S3_737,1,209.2277,38.9244,0.296875,0.333333,0.273064,1.511105
S3_737,2,209.2277,45.6217,0.145455,0.111111,0.21394,1.429625
S3_737,3,209.2277,57.8735,0.13986,0,0.354147,1.38415
S3_737,4,209.2277,66.8081,0.064286,0.028571,0.161061,1.373
S3_738,1,240.7452,44.4625,0.01043,0.03125,0.532805,1.59
S3_738,2,240.7452,60.4582,0.025641,0.045161,0.279286,1.236923
S3_738,3,240.7452,67.9867,0.020927,0.035928,0.237732,1.169786
S3_738,4,240.7452,67.8378,0.021148,0.032432,0.385672,1.150071
S3_739,1,246.743,62.9341,0.021242,0.028986,0.357435,1.456769
S3_739,2,246.743,64.9028,0.018284,0.037736,0.3315,1.294
S3_739,3,246.743,65.0861,0.018031,0.034653,0.463654,1.423154
S3_739,4,246.743,53.82,0.020183,0.046392,0.520571,1.284455
S3_740,1,233.8119,58.3243,0.013447,0.029221,0.471872,1.926
S3_740,2,233.8119,50.36,0.017513,0.039526,0.487027,2.0254
S3_740,3,233.8119,63.2207,0.029289,0.071429,0.313634,1.4345
S3_740,4,233.8119,61.9069,0.022968,0.047619,0.395655,1.488538
S3_741,1,243.724,60.5426,0.035354,0.075,0.894092,1.856929
S3_741,2,243.724,52.2682,0.014493,0.032847,0.41987,1.5964
S3_741,3,243.724,76.556,0.016376,0.042735,0.540546,1.6848
S3_741,4,243.724,54.3572,0.019231,0.038136,0.274138,1.196818
S3_742,1,290.2161,75.1987,0.032075,0.090909,1.695827,3.050176
S3_742,2,290.2161,66.3032,0.023569,0.051724,0.411608,1.571929
S3_742,3,290.2161,69.0412,0.026882,0.042017,1.557561,2.224333
S3_742,4,290.2161,79.673,0.024745,0.043478,0.659163,1.449765
S3_743,1,245.4574,68.828,0.019718,0.044118,0.61377,2.107143
S3_743,2,245.4574,52.341,0.014388,0.035714,0.475472,1.8423
S3_743,3,245.4574,63.1471,0.0209,0.056452,0.359267,1.593154
S3_743,4,245.4574,61.1413,0.024345,0.049296,1.232243,2.139846
S3_744,1,255.3371,61.9995,0.022807,0.046053,1.050947,2.098538
S3_744,2,255.3371,63.9458,0.019667,0.049296,0.59928,1.783077
S3_744,3,255.3371,60.2683,0.017751,0.040816,0.284926,1.404417
S3_744,4,255.3371,69.1235,0.01931,0.043478,0.159703,1.099429
S3_745,1,243.4109,65.0874,0.045455,0.056338,0.262837,1.326437
S3_745,2,243.4109,68.1946,0.014223,0.021472,0.419689,1.589154
S3_745,3,243.4109,60.6359,0.010913,0.02459,0.457919,1.541364
S3_745,4,243.4109,49.493,0.019084,0.050251,0.121125,1.2942
S3_746,1,245.5238,63.7831,0.013274,0.024096,0.594667,1.937
S3_746,2,245.5238,50.1258,0.010309,0.025701,0.493737,1.914667
S3_746,3,245.5238,68.5618,0.01383,0.02834,0.287503,1.757
S3_746,4,245.5238,63.0531,0.014101,0.032389,0.571892,2.106167
S3_746_x,1,259.6711,57.7647,0.042945,0.081081,0.37226,1.456071
S3_746_x,2,259.6711,78.0989,0.027113,0.083333,0.285083,1.253059
S3_746_x,3,259.6711,64.2209,0.019259,0.042169,0.282042,1.234615
S3_746_x,4,259.6711,59.5866,0.018779,0.063492,0.160779,1.224167
S3_748,1,266.2998,69.901,0.018277,0.027907,0.264518,1.636286
S3_748,2,266.2998,65.4425,0.025045,0.033333,0.412068,1.662429
S3_748,3,266.2998,57.5928,0.031863,0.052239,0.300002,1.630692
S3_748,4,266.2998,73.3635,0.02735,0.044444,0.1923,1.563438
S3_749,1,268.143,67.1814,0.022152,0.037267,0.83036,2.028214
S3_749,2,268.143,63.4272,0.028866,0.084507,0.495622,1.512786
S3_749,3,268.143,68.6072,0.020029,0.051724,0.310549,1.331429
S3_749,4,268.143,68.9272,0.01958,0.055046,0.291171,1.245571
S3_750,1,259.8948,74.2797,0.025848,0.044944,0.304748,1.028
S3_750,2,259.8948,65.2478,0.034483,0.084746,0.080085,0.633067
S3_750,3,259.8948,71.3571,0.030948,0.057143,0.163944,0.733
S3_750,4,259.8948,49.0102,0.060748,0.111111,0.06459,0.708154
S3_751,1,234.8641,64.5216,0.012487,0.022989,0.451024,1.62525
S3_751,2,234.8641,55.0167,0.018122,0.037657,0.252157,1.559818
S3_751,3,234.8641,52.4132,0.014286,0.034364,0.281106,1.3327
S3_751,4,234.8641,62.9126,0.021277,0.038889,0.20431,1.360462
S3_752,1,240.3913,54.8621,0.027714,0.058824,0.607952,1.452333
S3_752,2,240.3913,61.0671,0.024482,0.070707,0.508706,1.404308
S3_752,3,240.3913,66.3032,0.023569,0.05102,0.500515,1.477357
S3_752,4,240.3913,58.1589,0.021127,0.053333,0.320604,1.30825
S3_753,1,185.8935,40.348,0.008495,0.031325,0.199777,1.686714
S3_753,2,185.8935,40.6893,0.008092,0.030374,1.106036,2.357429
S3_753,3,185.8935,60.1765,0.011375,0.027356,0.341895,1.506636
S3_753,4,185.8935,44.6797,0.010152,0.0375,0.238812,1.43325
S3_754,1,258.2865,61.5255,0.016,0.032258,0.978741,2.357417
S3_754,2,258.2865,68.5666,0.020086,0.037267,0.445072,1.726714
S3_754,3,258.2865,58.5165,0.020513,0.04908,0.178556,1.311083
S3_754,4,258.2865,69.6779,0.018568,0.033708,0.331901,1.331571
S3_755,1,239.5372,70.4969,0.017522,0.029851,0.598552,2.209571
S3_755,2,239.5372,42.7453,0.023256,0.063218,0.15009,2.130222
S3_755,3,239.5372,60.2324,0.017804,0.039604,0.238985,1.797167
S3_755,4,239.5372,66.0626,0.023973,0.055556,0.282907,1.882429
S3_756,1,288.4668,68.5087,0.036866,0.061538,0.366334,1.266438
S3_756,2,288.4668,69.4212,0.034858,0.061538,0.175197,1.081687
S3_756,3,288.4668,71.6066,0.030476,0.048387,0.235137,1.105938
S3_756,4,288.4668,78.9303,0.025836,0.073171,0.287623,1.162235
S3_757,1,258.8746,66.91,0.022581,0.034483,0.926975,1.986857
S3_757,2,258.8746,64.6714,0.012333,0.025,0.905444,1.86725
S3_757,3,258.8746,59.434,0.019017,0.034632,1.187345,2.333167
S3_757,4,258.8746,67.8592,0.021116,0.037267,0.743299,1.789786
S3_758,1,272.5358,66.6,0.052632,0.1,1.266559,2.241059
S3_758,2,272.5358,77.1753,0.03666,0.051282,0.805741,1.896333
S3_758,3,272.5358,65.1421,0.034722,0.074627,1.120582,1.9644
S3_758,4,272.5358,63.6184,0.038363,0.089286,0.702522,1.773533
S3_759,1,214.8866,56.1709,0.009833,0.026385,0.271468,1.5878
S3_759,2,214.8866,53.2147,0.013193,0.034965,0.445499,1.7177
S3_759,3,214.8866,59.3327,0.012277,0.030888,0.439142,1.598091
S3_759,4,214.8866,46.1683,0.015957,0.032258,0.386706,1.510667
S3_760,1,203.7498,55.8443,0.01682,0.041475,1.631178,2.399455
S3_760,2,203.7498,48.8236,0.011905,0.034965,0.205003,1.161889
S3_760,3,203.7498,44.2068,0.010767,0.03125,0.226892,1.20975
S3_760,4,203.7498,54.8751,0.011186,0.02849,0.208076,1.183
S3_761,1,269.8227,70.7769,0.017178,0.025316,0.566203,1.650429
S3_761,2,269.8227,60.6733,0.017167,0.036697,0.849015,1.815583
S3_761,3,269.8227,72.6559,0.021186,0.05102,0.516216,1.524333
S3_761,4,269.8227,65.7166,0.01131,0.030888,0.623339,1.7885
S3_762,1,248.3737,71.8762,0.015891,0.02451,1.278617,1.978143
S3_762,2,248.3737,57.1541,0.014946,0.036585,1.042388,2.220091
S3_762,3,248.3737,57.4365,0.01457,0.039301,0.282791,1.251182
