ID,order,TotalMLE,mle,pBurst_1,pExpl_1,sdAvgLastTime_1,avgLastTime_1
S2_617,1,129.0714,48.9543,0.011734,0.025641,1.378654,2.424778
S2_617,2,129.0714,80.1171,0.018018,0.036585,0.536944,1.7775
S2_618,1,121.0712,61.5416,0.015979,0.032129,0.402099,1.694333
S2_618,2,121.0712,59.5296,0.018868,0.038095,0.208616,1.311917
S2_619,1,63.1107,31.464,0.005015,0.025597,1.250631,2.721
S2_619,2,63.1107,31.6467,0.004836,0.024712,0.919054,1.6884
S2_620,1,113.8872,64.5673,0.046921,0.045455,0.622493,2.11125
S2_620,2,113.8872,49.3199,0.059361,0.095238,0.294146,1.853923
S2_621,1,91.8588,48.8807,0.120301,0.125,0.968729,1.877812
S2_621,2,91.8588,42.9781,0.094891,0.166667,0.138224,1.173692
S2_622,1,97.3194,52.8842,0.021956,0.047619,1.790973,2.312
S2_622,2,97.3194,44.4352,0.019313,0.029851,0.194529,1.345444
S2_623,1,119.812,59.8526,0.077273,0.111111,0.270489,1.184529
S2_623,2,119.812,59.9594,0.048701,0.053763,0.743536,1.651667
S2_624,1,104.9378,53.3335,0.013038,0.029167,0.501505,1.9391
S2_624,2,104.9378,51.6043,0.01548,0.039683,0.447453,1.6586
S2_625,1,72.3954,40.0784,0.008827,0.032836,0.191714,1.813857
S2_625,2,72.3954,32.317,0.00423,0.016413,0.533719,1.705
S2_700,1,143.6359,69.8888,0.025424,0.032967,0.382606,1.679667
S2_700,2,143.6359,73.7471,0.026711,0.027972,0.366585,1.675812
S2_701,1,116.298,56.5982,0.015714,0.028662,0.246008,1.541909
S2_701,2,116.298,59.6998,0.018605,0.041026,0.246669,1.4725
S2_702,1,94.0086,42.3678,0.056122,0.070175,0.839715,2.027091
S2_702,2,94.0086,51.6408,0.065728,0.09375,0.336996,1.300714
S2_703,1,118.566,58.0301,0.021352,0.029289,0.545143,1.724583
S2_703,2,118.566,60.5359,0.02549,0.051095,0.176244,1.268462
S2_704,1,117.5905,63.3781,0.077253,0.117647,0.429312,2.004556
S2_704,2,117.5905,54.2124,0.011947,0.028226,0.675434,2.178
S2_705,1,23.8166,11.5158,0.008547,0.04,0.051619,1.6835
S2_705,2,23.8166,12.3008,0.00578,0.018182,0.567807,3.1725
S2_706,1,128.7377,56.0391,0.025157,0.045872,0.233062,1.3785
S2_706,2,128.7377,72.6986,0.021127,0.04,0.211427,1.311733
S2_707,1,156.1387,71.354,0.01649,0.02449,0.340496,1.514
S2_707,2,156.1387,84.7847,0.018378,0.027778,0.361783,1.589588
S2_708,1,132.5679,64.8953,0.05802,0.09375,0.52399,1.290294
S2_708,2,132.5679,67.6726,0.029412,0.040984,0.378699,1.246067
S2_709,1,102.1449,50.6009,0.053942,0.06383,0.373898,1.633385
S2_709,2,102.1449,51.544,0.186916,0,0.345687,1.5158
S2_710,1,125.4656,51.4787,0.015674,0.02907,0.669673,1.6102
S2_710,2,125.4656,73.9869,0.019405,0.037037,0.3485,1.4906
S2_711,1,126.3322,67.0064,0.063604,0.105263,0.386577,1.716
S2_711,2,126.3322,59.3258,0.064516,0.033898,0.315749,1.219437
S2_712,1,126.8978,53.3335,0.013038,0.027864,0.276807,1.0985
S2_712,2,126.8978,73.5643,0.014099,0.028708,0.309492,1.123857
S2_713,1,87.714,33.4276,0.010292,0.028269,0.525718,1.935
S2_713,2,87.714,54.2864,0.029056,0.048193,0.247474,1.252583
S2_714,1,93.3371,52.8039,0.007666,0.019332,0.142241,1.185111
S2_714,2,93.3371,40.5332,0.008274,0.030445,0.341666,1.368286
S2_715,1,128.3316,66.7641,0.041026,0.093023,1.065444,1.854375
S2_715,2,128.3316,61.5675,0.04386,0.061728,0.211902,1.1262
S2_716,1,91.8523,40.3736,0.008464,0.021875,0.403552,1.877571
S2_716,2,91.8523,51.4787,0.015674,0.037313,0.223923,1.6668
S2_717,1,146.5467,67.8802,0.029014,0.151515,0.365062,1.5554
S2_717,2,146.5467,78.6665,0.026235,0.071429,0.184143,1.243353
S2_718,1,121.1476,63.685,0.020062,0.034965,0.54183,1.549077
S2_718,2,121.1476,57.4626,0.032178,0.058824,0.197144,1.055846
S2_719,1,137.6719,65.3407,0.025225,0.034965,0.431074,1.670786
S2_719,2,137.6719,72.3312,0.021645,0.041322,0.449529,1.539333
S2_720,1,104.2025,58.3285,0.020833,0.026455,0.476345,1.417417
S2_720,2,104.2025,45.874,0.016484,0.047244,0.441913,1.417
S2_721,1,126.1923,67.3711,0.03,0.042735,0.511723,1.4992
S2_721,2,126.1923,58.8212,0.039886,0.084507,0.550971,1.653786
S2_722,1,136.2998,63.6271,0.049689,0.111111,0.23422,1.195437
S2_722,2,136.2998,72.6727,0.037118,0.069767,0.342375,1.431824
S2_723,1,105.6986,52.0169,0.014859,0.037975,0.450575,1.429
S2_723,2,105.6986,53.6817,0.012594,0.032468,0.310651,1.4869
S2_724,1,129.4229,60.4637,0.017467,0.028674,0.59375,2.114667
S2_724,2,129.4229,68.9592,0.027027,0.066667,0.347571,1.222533
S2_725,1,124.2221,55.7078,0.017028,0.035242,0.443888,1.795364
S2_725,2,124.2221,68.5143,0.027829,0.048077,0.546952,1.916733
S2_726,1,132.0143,65.2502,0.056856,0.071429,0.517912,1.659882
S2_726,2,132.0143,66.7641,0.041026,0.090909,0.729587,1.675563
S2_727,1,130.6303,51.0579,0.037855,0.06383,0.743437,1.5165
S2_727,2,130.6303,79.5724,0.02489,0.045455,0.258114,1.249176
S2_728,1,48.0401,10.5112,0.014085,0.044444,0.463155,2.1355
S2_728,2,48.0401,37.5289,0.012681,0.016327,0.19799,1.814571
S2_729,1,97.3983,53.3335,0.013038,0.035088,0.492183,1.7973
S2_729,2,97.3983,44.0648,0.010959,0.035714,0.169277,1.4055
S2_730,1,104.2538,48.752,0.121212,0.117647,1.101617,1.838
S2_730,2,104.2538,55.5018,0.081218,0.105263,0.236536,1.24275
S2_731,1,114.4979,71.0514,0.016847,0.02765,0.282239,1.917214
S2_731,2,114.4979,43.4465,0.011834,0.031915,0.218561,1.873
S2_732,1,149.606,75.5536,0.031423,0.09375,0.735933,1.541941
S2_732,2,149.606,74.0524,0.034274,0.076923,0.712793,1.647118
S2_733,1,101.8978,57.9105,0.013959,0.020408,0.345826,1.769364
S2_733,2,101.8978,43.9873,0.011065,0.035088,0.362468,1.647875
S2_800a,1,109.4478,37.7245,0.005042,0.016518,2.12125,3.471167
S2_800a,2,109.4478,71.7233,0.01086,0.019802,0.456694,1.870385
S2_800b,1,141.1277,67.536,0.074803,0,0.4972,1.429053
S2_800b,2,141.1277,73.5917,0.044554,0.086957,0.288644,1.460278
S2_802,1,84.3593,43.5412,0.011696,0.031332,0.334274,1.480875
S2_802,2,84.3593,40.8181,0.007946,0.027484,1.520216,1.901714
S2_803,1,101.9885,49.9268,0.010539,0.033133,0.2214,1.525
S2_803,2,101.9885,52.0617,0.014793,0.040541,0.267128,1.3875
S2_804,1,129.1469,61.0819,0.016598,0.03125,0.254192,1.436
S2_804,2,129.1469,68.065,0.014365,0.034826,0.329504,1.517231
S2_805,1,22.1807,9.7041,0.5,0,1.742223,5.834571
S2_805,2,22.1807,12.4766,0.5,0,1.086631,5.475333
S2_806,1,116.5087,64.7826,0.01222,0.030189,0.386882,1.713917
S2_806,2,116.5087,51.7261,0.008637,0.023605,0.224234,1.316778
S2_807,1,137.8256,62.9818,0.014184,0.028777,0.964618,2.567083
S2_807,2,137.8256,74.8438,0.018337,0.032468,0.270277,1.6252
S2_808,1,117.382,47.9963,0.013043,0.024283,0.162249,1.469667
S2_808,2,117.382,69.3857,0.034934,0.039604,0.208988,1.35975
S2_809,1,65.4093,25.5196,0.004598,0.01855,1.309117,2.397
S2_809,2,65.4093,39.8897,0.009067,0.029091,0.613041,1.741571
S2_810,1,114.5915,53.4256,0.020913,0.040984,0.1792,1.177
S2_810,2,114.5915,61.1659,0.024299,0.056604,0.329039,1.134923
S2_811,1,147.9877,73.4741,0.027165,0.044444,0.668074,1.644875
S2_811,2,147.9877,74.5136,0.025478,0.060606,0.472712,1.388
S2_812,1,107.3146,53.6196,0.030691,0.052632,3.01233,2.630083
S2_812,2,107.3146,53.695,0.042763,0.074074,0.498368,1.625154
S2_813,1,118.1522,57.5905,0.02214,0.047619,3.059638,2.478667
S2_813,2,118.1522,60.5617,0.02544,0.065421,0.611307,1.556385
S2_814,1,97.4945,48.3186,0.012587,0.03,1.682867,2.724889
S2_814,2,97.4945,49.1759,0.01145,0.02214,0.254024,1.615222
S2_815,1,136.3155,62.2282,0.022414,0.03139,0.43417,1.675538
S2_815,2,136.3155,74.0873,0.034205,0.032609,0.378397,1.5
S2_816,1,131.8415,77.4377,0.015448,0.031646,0.339107,1.5742
S2_816,2,131.8415,54.4038,0.028777,0.059259,0.204335,1.296583
S2_817,1,136.6748,59.9792,0.062016,0.069767,0.816234,2.477813
S2_817,2,136.6748,76.6956,0.029412,0.0625,0.492248,2.177941
S2_818,1,113.3427,50.4045,0.027431,0.049645,0.733292,2.312909
S2_818,2,113.3427,62.9382,0.040107,0.25,0.470408,2.017733
S2_819,1,90.9432,37.1355,0.005561,0.022152,0.229888,1.564833
S2_819,2,90.9432,53.8077,0.012438,0.030303,0.505527,1.7851
S2_820,1,105.0806,63.2223,0.013905,0.033058,2.341352,2.470583
S2_820,2,105.0806,41.8583,0.014414,0.033835,0.535194,1.578875
S2_821,1,88.0047,65.8636,0.011173,0.020202,10.006784,4.908
S2_821,2,88.0047,22.1411,0.010667,0.024845,141.022522,72.201
S2_822,1,137.2518,65.2478,0.034483,0.0625,0.30832,1.675667
S2_822,2,137.2518,72.004,0.02974,0.055556,0.55747,1.78125
S2_823,1,135.091,65.6208,0.01731,0.026923,0.623485,2.243
S2_823,2,135.091,69.4702,0.018843,0.047619,1.062436,2.534929
S2_824,1,107.1114,45.5817,0.02809,0.05102,0.385323,1.6828
S2_824,2,107.1114,61.5297,0.023636,0.031496,0.251831,1.403462
S2_825,1,124.0701,58.5898,0.029545,0.065421,0.20537,1.351615
S2_825,2,124.0701,65.4803,0.017497,0.036082,0.302017,1.395077
S3_500,1,242.0906,62.4712,0.081081,0.0625,1.142552,2.032889
S3_500,2,242.0906,63.9323,0.075,0.142857,0.206461,1.398722
S3_500,3,242.0906,60.0922,0.076233,0.142857,0.338461,1.512235
S3_500,4,242.0906,55.5949,0.135714,0.25,0.163365,1.339158
S3_501,1,260.6736,63.3979,0.028926,0.054545,0.306656,1.67
S3_501,2,260.6736,67.7619,0.02924,0.056818,0.318054,1.427467
S3_501,3,260.6736,61.1413,0.024345,0.049645,0.194848,1.339692
S3_501,4,260.6736,68.3725,0.02809,0.043478,0.343964,1.352533
S3_502,1,258.0685,70.3491,0.064846,0.333333,0.26744,1.538474
S3_502,2,258.0685,54.945,0.101796,0.136364,0.332625,1.491294
S3_502,3,258.0685,65.853,0.067669,0.083333,0.385308,1.494056
S3_502,4,258.0685,66.9214,0.051672,0.096774,0.792879,1.594235
S3_503,1,228.9132,59.2599,0.019293,0.042105,0.435006,3.801917
S3_503,2,228.9132,63.7563,0.013304,0.031873,0.76891,2.900917
S3_503,3,228.9132,47.4917,0.035599,0.079646,0.726843,2.57
S3_503,4,228.9132,58.4053,0.01335,0.025937,0.270886,1.875091
S3_504,1,257.3271,45.6385,0.027933,0.045872,1.379731,3.3283
S3_504,2,257.3271,70.8135,0.032,0.075,0.575257,2.312875
S3_504,3,257.3271,76.2418,0.030195,0.046512,0.835751,2.700471
S3_504,4,257.3271,64.6333,0.026515,0.040816,0.409561,2.191286
S3_505,1,265.0809,72.0037,0.015748,0.023529,0.391849,1.357786
S3_505,2,265.0809,63.2083,0.013921,0.041237,0.406653,1.2315
S3_505,3,265.0809,65.2895,0.025316,0.042017,0.283282,1.087071
S3_505,4,265.0809,64.5794,0.026616,0.069444,0.227579,1.155786
S3_506,1,229.4835,50.289,0.017637,0.044053,0.423811,1.7539
S3_506,2,229.4835,64.9213,0.018258,0.035354,0.152189,1.394077
S3_506,3,229.4835,67.5135,0.021638,0.041958,0.37975,1.568429
S3_506,4,229.4835,46.7597,0.01495,0.046809,0.257838,1.356667
S3_507,1,244.3973,58.6446,0.013064,0.032258,0.327343,1.336182
S3_507,2,244.3973,56.4867,0.015873,0.033457,0.215349,1.026909
S3_507,3,244.3973,59.1817,0.019417,0.05303,0.150725,0.902667
S3_507,4,244.3973,70.0843,0.018041,0.036585,0.36312,0.963714
S3_508,1,239.9525,57.3333,0.014706,0.027864,0.144232,1.394273
S3_508,2,239.9525,63.5423,0.020281,0.054688,0.238296,1.358615
S3_508,3,239.9525,61.6698,0.01581,0.034043,0.336501,1.403417
S3_508,4,239.9525,57.4071,0.014608,0.034884,0.250612,1.304182
S3_509,1,244.3074,69.2069,0.03532,0.108108,0.620506,1.22525
S3_509,2,244.3074,61.837,0.023091,0.053846,0.143687,1.030615
S3_509,3,244.3074,61.2316,0.016393,0.040268,0.213713,1.120333
S3_509,4,244.3074,52.0319,0.014837,0.04,0.358707,1.1248
S3_510,1,209.5786,54.7013,0.018644,0.042424,0.605224,1.318455
S3_510,2,209.5786,51.4154,0.015773,0.035842,0.643399,1.5117
S3_510,3,209.5786,55.8273,0.016845,0.041475,0.288293,1.008182
S3_510,4,209.5786,47.6346,0.013575,0.032374,0.213873,1.003111
S3_511,1,267.8059,64.767,0.026266,0.068966,0.541864,1.613357
S3_511,2,267.8059,77.5167,0.021164,0.05,0.227018,1.1925
S3_511,3,267.8059,57.9869,0.021429,0.047619,0.322616,1.332917
S3_511,4,267.8059,67.5353,0.021605,0.041958,0.144678,1.133143
S3_512,1,257.5496,63.685,0.020062,0.040698,0.577133,1.474077
S3_512,2,257.5496,68.1428,0.028517,0.052083,0.221052,1.292733
S3_512,3,257.5496,63.5832,0.020218,0.05303,0.427848,1.517385
S3_512,4,257.5496,62.1386,0.015209,0.041026,0.628173,1.683
S3_513,1,240.8705,61.4499,0.010138,0.019397,0.201919,1.195727
S3_513,2,240.8705,61.5416,0.015979,0.029091,0.185854,1.033667
S3_513,3,240.8705,64.9948,0.018156,0.034483,1.523632,1.774231
S3_513,4,240.8705,52.8842,0.021956,0.133333,0.505409,1.254636
S3_514,1,257.4547,68.2174,0.020588,0.03871,0.562243,1.404357
S3_514,2,257.4547,67.5789,0.021538,0.041379,0.254193,1.119286
S3_514,3,257.4547,55.5715,0.026144,0.059829,0.27039,0.95975
S3_514,4,257.4547,66.0869,0.023932,0.05042,0.326717,1.299929
S3_515,1,232.3083,67.7305,0.021309,0.034483,0.371853,1.559929
S3_515,2,232.3083,60.3219,0.017673,0.044944,0.32524,1.299333
S3_515,3,232.3083,58.0566,0.00815,0.023148,0.448672,1.498
S3_515,4,232.3083,46.1993,0.008403,0.031746,0.471693,1.468125
S3_516,1,259.7886,64.3371,0.01909,0.035354,0.647834,1.916692
S3_516,2,259.7886,66.1175,0.016667,0.02439,0.29447,1.579308
S3_516,3,259.7886,59.5486,0.018838,0.04878,0.281997,1.313917
S3_516,4,259.7886,69.7854,0.025597,0.050505,0.422557,1.4054
S3_517,1,262.9274,64.712,0.035714,0.053763,0.290167,1.520133
S3_517,2,262.9274,63.2103,0.0208,0.028926,0.317277,1.572692
S3_517,3,262.9274,60.7079,0.017118,0.041958,0.474217,1.56075
S3_517,4,262.9274,74.2972,0.019011,0.037313,0.347548,1.471067
S3_518,1,220.7434,58.2864,0.020906,0.057971,0.595385,1.584667
S3_518,2,220.7434,63.7026,0.013363,0.024316,0.772955,1.81075
S3_518,3,220.7434,43.3215,0.035088,0.081967,0.305763,1.3406
S3_518,4,220.7434,55.4329,0.010582,0.026316,0.360345,1.6952
S3_519,1,253.4698,66.0869,0.023932,0.043796,0.334093,1.222571
S3_519,2,253.4698,58.3915,0.020725,0.043243,0.237735,0.984833
S3_519,3,253.4698,62.4752,0.021997,0.04142,0.387938,0.998769
S3_519,4,253.4698,66.5162,0.023217,0.04918,0.159438,1.036714
S3_520,1,206.1037,47.1303,0.007484,0.021898,0.17518,1.647875
S3_520,2,206.1037,45.6491,0.008999,0.033994,0.147401,1.495875
S3_520,3,206.1037,54.1158,0.012063,0.028986,0.146926,1.3414
S3_520,4,206.1037,59.2085,0.012415,0.028302,0.387526,1.661091
S3_521,1,271.8165,79.2352,0.041126,0.045455,0.187775,1.479316
S3_521,2,271.8165,62.0095,0.042614,0.09434,0.154758,1.479
S3_521,3,271.8165,69.569,0.044386,0.083333,0.405823,1.558353
S3_521,4,271.8165,61.0028,0.03423,0.063158,0.265848,1.443571
S3_523,1,222.6231,71.3207,0.016529,0.037037,0.131592,1.486857
S3_523,2,222.6231,48.3943,0.012483,0.038062,0.310402,1.535889
S3_523,3,222.6231,49.0132,0.011658,0.037037,0.114626,1.481889
S3_523,4,222.6231,53.8949,0.01233,0.038911,0.454925,1.5883
S3_523_x,1,266.7577,63.5013,0.020344,0.041667,1.008559,2.332692
S3_523_x,2,266.7577,62.0308,0.015345,0.027778,0.693357,1.987
S3_523_x,3,266.7577,62.453,0.022034,0.056,0.783818,1.691462
S3_523_x,4,266.7577,78.7726,0.026074,0.040541,0.655862,1.661059
S3_524,1,250.9025,58.9441,0.08134,0.12,0.197818,1.208529
S3_524,2,250.9025,65.1916,0.057047,0.214286,0.228616,1.169765
S3_524,3,250.9025,67.6441,0.02144,0.039735,0.23306,1.258214
S3_524,4,250.9025,59.1227,0.019512,0.061069,0.466533,1.291583
S3_525,1,267.1932,64.3619,0.027027,0.04902,0.990998,2.283286
S3_525,2,267.1932,63.2504,0.029228,0.041958,0.382055,1.555571
S3_525,3,267.1932,64.0426,0.037313,0.074627,0.565365,1.929667
S3_525,4,267.1932,75.5383,0.023916,0.043011,0.452935,1.818437
S3_526,1,235.9828,49.1412,0.011494,0.031073,1.135797,1.909
S3_526,2,235.9828,58.0071,0.030879,0.064815,0.72585,1.415154
S3_526,3,235.9828,70.7398,0.024038,0.045872,0.256471,1.035133
S3_526,4,235.9828,58.0947,0.021239,0.052288,0.234271,1.08775
S3_527,1,261.3043,66.493,0.03178,0.046296,1.548481,2.437067
S3_527,2,261.3043,66.5575,0.031646,0.066667,0.738797,1.988867
S3_527,3,261.3043,60.7916,0.025,0.055556,0.25363,1.631538
S3_527,4,261.3043,67.4622,0.029821,0.056818,0.23474,1.599533
S3_528,1,237.6839,54.83,0.011236,0.02681,0.417471,1.3181
S3_528,2,237.6839,62.8911,0.021311,0.05303,0.517034,1.744077
S3_528,3,237.6839,47.6755,0.013514,0.041199,1.119611,1.958222
S3_528,4,237.6839,72.2873,0.021708,0.04386,0.296069,1.0618
S3_529,1,279.5103,70.0843,0.018041,0.030928,0.764858,2.010286
S3_529,2,279.5103,67.1846,0.050898,0.081081,0.374343,1.389059
S3_529,3,279.5103,63.6216,0.013453,0.028571,1.185527,2.0465
S3_529,4,279.5103,78.6198,0.014286,0.041667,0.300031,1.594667
S3_530,1,253.6251,54.4751,0.069444,0.138889,0.405632,1.589333
S3_530,2,253.6251,67.6997,0.038741,0.052632,0.362314,1.553313
S3_530,3,253.6251,68.8432,0.036117,0.088889,0.268215,1.481
S3_530,4,253.6251,62.6071,0.040984,0.098039,0.260537,1.429933
S3_531,1,210.4728,54.1217,0.019643,0.045455,0.271682,1.740182
S3_531,2,210.4728,50.1276,0.017921,0.046083,0.655994,1.7955
S3_531,3,210.4728,56.7866,0.015449,0.040404,0.387934,1.566182
S3_531,4,210.4728,49.4369,0.011125,0.029155,0.309859,1.609333
S3_532,1,265.5866,59.0233,0.039326,0.096774,0.914048,1.696786
S3_532,2,265.5866,68.0078,0.020896,0.051724,0.75928,1.632786
S3_532,3,265.5866,61.0174,0.024575,0.047945,0.09161,1.478
S3_532,4,265.5866,77.5381,0.021136,0.039604,0.70737,1.572
S3_533,1,257.3722,69.5765,0.025952,0.051948,0.382553,1.680667
S3_533,2,257.3722,71.4511,0.030769,0.057143,0.320881,1.798437
S3_533,3,257.3722,61.8595,0.015564,0.037383,0.21764,1.683833
S3_533,4,257.3722,54.4851,0.011628,0.02924,0.548295,1.8828
S3_534,1,253.2945,63.5013,0.020344,0.032407,0.305436,1.600077
S3_534,2,253.2945,68.4648,0.020231,0.050847,0.232829,1.403143
S3_534,3,253.2945,50.4479,0.017361,0.05814,0.292797,1.3603
S3_534,4,253.2945,70.8805,0.017052,0.034091,0.20336,1.143714
S3_535,1,281.8921,68.486,0.027881,0.02924,1.107911,1.870333
S3_535,2,281.8921,71.6194,0.039443,0.0625,0.672856,1.763118
S3_535,3,281.8921,70.4104,0.042289,0.076923,0.546945,1.404529
S3_535,4,281.8921,71.3763,0.04,0.075,0.722343,1.433
S3_536,1,218.8448,67.3019,0.009917,0.01581,0.446013,1.31875
S3_536,2,218.8448,51.8051,0.015175,0.035211,0.299446,1.4036
S3_536,3,218.8448,51.0227,0.009336,0.021442,0.419503,1.460889
S3_536,4,218.8448,48.7151,0.012048,0.034591,0.474752,1.540556
S3_537,1,293.3494,77.3447,0.02139,0.030303,0.259947,1.37775
S3_537,2,293.3494,81.5678,0.022164,0.033333,0.151209,1.286353
S3_537,3,293.3494,68.1717,0.028463,0.081967,0.898838,1.548467
S3_537,4,293.3494,66.2652,0.032258,0.040816,0.37065,1.385933
S3_538,1,222.6513,69.7721,0.034115,0.075472,0.995464,2.273438
S3_538,2,222.6513,80.5994,0.023448,0.022222,0.454257,1.701941
S3_538,3,222.6513,14.6446,0.020408,0.083333,0.386699,1.917667
S3_538,4,222.6513,57.6352,0.022059,0.047619,0.216313,1.532333
S3_539,1,262.6902,71.637,0.022659,0.048077,0.418862,1.943533
S3_539,2,262.6902,62.8594,0.030043,0.06383,0.809847,2.004571
S3_539,3,262.6902,67.4015,0.02994,0.053191,0.228033,1.456667
S3_539,4,262.6902,60.7923,0.034739,0.054054,0.199487,1.195929
S3_540,1,271.7167,64.3756,0.019034,0.041176,0.386302,2.065692
S3_540,2,271.7167,77.6869,0.020942,0.056338,0.711051,2.115937
S3_540,3,271.7167,52.1803,0.01462,0.04,0.945452,1.954
S3_540,4,271.7167,77.4739,0.02122,0.060606,0.419765,1.67225
S3_541,1,238.2795,56.5346,0.015805,0.035294,1.24972,2.167909
S3_541,2,238.2795,61.8124,0.015625,0.037037,0.268681,1.862167
S3_541,3,238.2795,52.9063,0.021912,0.047619,0.357915,1.589364
S3_541,4,238.2795,67.0262,0.01555,0.038251,0.312885,1.593308
S3_542,1,262.4854,64.3619,0.027027,0.06383,0.155672,1.236214
S3_542,2,262.4854,71.6828,0.02259,0.041322,0.134159,1.063267
S3_542,3,262.4854,55.4118,0.017488,0.049724,0.142746,1.137091
S3_542,4,262.4854,71.0289,0.023585,0.054945,0.300993,1.2392
S3_543,1,262.228,61.837,0.023091,0.026515,0.388707,1.804077
S3_543,2,262.228,80.476,0.030612,0.038462,0.274644,1.610611
S3_543,3,262.228,58.5296,0.02968,0.066038,0.135503,1.466308
S3_543,4,262.228,61.3854,0.023897,0.056,0.314038,1.506538
S3_544,1,249.0573,54.2205,0.019469,0.047904,0.79427,1.741182
S3_544,2,249.0573,71.3594,0.023077,0.053191,0.72803,1.714867
S3_544,3,249.0573,54.8323,0.018425,0.044118,0.204357,1.347818
S3_544,4,249.0573,68.6451,0.013742,0.029915,0.338496,1.542923
S3_545,1,232.5918,63.3753,0.01373,0.026316,0.265348,1.5615
S3_545,2,232.5918,50.1155,0.010321,0.030303,0.457281,1.404778
S3_545,3,232.5918,62.4413,0.014833,0.027875,0.13788,1.158083
S3_545,4,232.5918,56.6597,0.023904,0.040404,0.276372,1.1805
S3_546,1,257.6419,64.0573,0.027613,0.042373,0.57095,1.784571
S3_546,2,257.6419,67.3374,0.021909,0.030769,0.262181,1.5175
S3_546,3,257.6419,64.0644,0.01949,0.037634,0.212103,1.394308
S3_546,4,257.6419,62.1828,0.022491,0.04065,0.570888,1.431154
S3_547,1,265.0492,61.2395,0.024164,0.0625,0.946074,2.416923
S3_547,2,265.0492,68.6727,0.013713,0.029661,0.288855,1.470692
S3_547,3,265.0492,77.0638,0.010998,0.020134,0.202604,1.356429
S3_547,4,265.0492,58.0732,0.021277,0.050955,0.236289,1.379333
S3_548,1,257.4707,59.992,0.036745,0.066667,0.845117,2.429357
S3_548,2,257.4707,68.0127,0.038005,0.095238,0.390274,1.715438
S3_548,3,257.4707,68.9043,0.027125,0.03937,0.532247,1.734733
S3_548,4,257.4707,60.5617,0.02544,0.054688,0.22142,1.518
S3_549,1,244.4455,63.3338,0.013777,0.024316,0.19781,1.143333
S3_549,2,244.4455,62.306,0.015,0.042328,0.231697,1.102167
S3_549,3,244.4455,52.126,0.023504,0.054422,0.139509,0.890636
S3_549,4,244.4455,66.6797,0.022951,0.052632,0.239586,0.846643
S3_550,1,267.8277,57.3402,0.072727,0.090909,1.233649,2.748563
S3_550,2,267.8277,81.6495,0.028708,0.023529,1.340628,2.447
S3_550,3,267.8277,59.5436,0.027484,0.031088,0.563717,1.465769
S3_550,4,267.8277,69.2944,0.045093,0.088235,0.327216,1.652294
S3_551,1,244.1318,67.6427,0.02947,0.045872,0.50118,1.3026
S3_551,2,244.1318,69.8759,0.033898,0.060606,0.284322,1.390625
S3_551,3,244.1318,58.3706,0.020761,0.044693,0.210897,1.136417
S3_551,4,244.1318,48.2426,0.021598,0.057803,0.186238,1.0906
S3_552,1,242.0774,64.0866,0.012945,0.022284,0.583935,1.553833
S3_552,2,242.0774,55.6538,0.010352,0.024752,0.387439,1.3723
S3_552,3,242.0774,63.1661,0.01397,0.02682,0.169037,1.127583
S3_552,4,242.0774,59.1709,0.012458,0.03321,0.621989,1.396364
S3_553,1,278.8952,61.9221,0.015484,0.037559,0.865336,2.347917
S3_553,2,278.8952,72.885,0.028169,0.055556,0.356531,1.923875
S3_553,3,278.8952,72.4506,0.028933,0.070175,0.586624,2.218812
S3_553,4,278.8952,71.6375,0.030418,0.057143,0.352973,1.675812
S3_554,1,262.498,63.0111,0.029724,0.078947,0.736614,1.595071
S3_554,2,262.498,72.805,0.020979,0.034722,0.299575,1.255867
S3_554,3,262.498,79.5244,0.018692,0.042105,0.598308,1.434438
S3_554,4,262.498,47.1575,0.014308,0.058201,0.545093,1.813889
S3_555,1,266.0754,67.2487,0.030242,0.048077,0.233653,1.339333
S3_555,2,266.0754,59.7655,0.037333,0.065934,0.63843,1.704643
S3_555,3,266.0754,59.8738,0.026804,0.1,0.194706,1.271615
S3_555,4,266.0754,79.1874,0.032847,0.066667,0.388886,1.464167
S3_556,1,244.5742,50.5351,0.017212,0.03,0.933116,1.9802
S3_556,2,244.5742,72.044,0.022059,0.033557,0.650575,1.471533
S3_556,3,244.5742,58.3915,0.020725,0.045752,0.956118,1.7715
S3_556,4,244.5742,63.6036,0.020186,0.044304,0.337195,1.343692
S3_557,1,230.3334,55.9367,0.02537,0.069565,0.183066,1.3435
S3_557,2,230.3334,64.6042,0.018705,0.042424,0.477568,1.343385
S3_557,3,230.3334,57.5097,0.014474,0.035156,1.049217,1.915455
S3_557,4,230.3334,52.2828,0.014472,0.039216,1.618299,1.7551
S3_558,1,255.4013,68.9592,0.027027,0.035714,0.314723,1.024
S3_558,2,255.4013,65.4914,0.033937,0.069444,0.171417,0.898533
S3_558,3,255.4013,62.331,0.03118,0.063158,0.248683,1.006214
S3_558,4,255.4013,58.6197,0.029478,0.069307,0.162649,0.975231
S3_559,1,240.5301,46.7295,0.015,0.0369,1.682306,3.045333
S3_559,2,240.5301,64.0644,0.01949,0.04023,0.280934,1.522538
S3_559,3,240.5301,60.3041,0.017699,0.043011,0.586169,1.902917
S3_559,4,240.5301,69.4321,0.018893,0.047244,0.376803,1.731143
S3_560,1,258.4252,76.8395,0.022069,0.034783,0.150313,1.134875
S3_560,2,258.4252,57.1239,0.014986,0.028939,0.238756,1.177636
